property_type,sector,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,floor_category,luxury_category,price
flat,sector 107,2,2,3,Relatively New,1281.0,0,0,unfurnished,Mid-Rise,Premium,0.9
flat,sector 102,3,3,3,Relatively New,1300.0,1,0,semifurnished,Mid-Rise,Standard,1.4
flat,sector 78,3,3,2,Under Construction,2813.0,1,0,semifurnished,High-Rise,Luxury,4.75
flat,sector 51,1,1,0,Moderately Old,80.0,0,0,semifurnished,Low-Rise,Standard,0.3
house,sector 55,5,4,3+,Moderately Old,1548.0,1,1,unfurnished,Low-Rise,Premium,3.1
house,sector 70a,4,4,3+,New Property,2610.0,0,0,semifurnished,Low-Rise,Standard,4.7
flat,sector 111,3,4,2,Relatively New,2086.0,1,0,unfurnished,Mid-Rise,Luxury,2.65
flat,sector 113,2,2,3,New Property,1090.0,0,0,semifurnished,Mid-Rise,Luxury,1.35
flat,sector 107,3,2,2,Relatively New,850.0,0,0,semifurnished,Mid-Rise,Standard,0.5
flat,sector 95,3,2,1,Relatively New,716.0,0,0,unfurnished,Mid-Rise,Premium,0.37
house,sector 41,10,10,3+,Moderately Old,7500.0,1,0,unfurnished,Low-Rise,Premium,9.35
flat,sector 61,2,2,2,Under Construction,1278.0,0,0,semifurnished,Low-Rise,Standard,1.47
house,sector 4,4,3,2,Moderately Old,211.0,0,1,unfurnished,Low-Rise,Standard,1.9
flat,sector 90,4,4,3+,Relatively New,2214.0,0,0,semifurnished,Mid-Rise,Luxury,1.65
house,sector 11,7,3,0,Moderately Old,300.0,0,0,semifurnished,Low-Rise,Standard,1.2
house,sector 7,3,1,1,Relatively New,550.0,0,0,semifurnished,Low-Rise,Standard,0.66
flat,sector 14,4,5,3+,Old Property,2200.0,1,0,furnished,Mid-Rise,Luxury,2.75
flat,sector 89,3,3,2,New Property,1581.0,0,0,semifurnished,Low-Rise,Standard,1.2
flat,sector 56,3,3,3+,Old Property,1800.0,1,0,semifurnished,Mid-Rise,Luxury,1.55
flat,sector 84,1,1,1,Relatively New,387.0,0,0,furnished,Mid-Rise,Standard,0.27
flat,sector 104,1,1,1,Relatively New,301.0,0,0,semifurnished,Low-Rise,Premium,0.2
flat,sector 70,3,5,3,Moderately Old,1527.0,1,0,semifurnished,Mid-Rise,Luxury,1.67
flat,sector 69,3,3,3,Under Construction,1893.0,0,0,semifurnished,Mid-Rise,Standard,1.8
flat,sector 66,3,3,2,Relatively New,1950.0,1,0,semifurnished,Mid-Rise,Premium,3.0
flat,sohna road,2,2,2,New Property,4986.0,0,0,semifurnished,Mid-Rise,Standard,2.6
flat,sector 104,3,4,3+,Relatively New,2072.0,1,0,semifurnished,Low-Rise,Premium,2.0
house,sector 7,2,4,2,Old Property,1072.0,0,0,semifurnished,Low-Rise,Standard,1.2
flat,sector 92,4,3,0,Under Construction,2040.0,0,0,semifurnished,High-Rise,Standard,1.25
flat,sector 59,3,4,3,New Property,3361.0,1,0,unfurnished,High-Rise,Standard,5.8
flat,sector 92,3,4,3,Relatively New,1805.0,1,0,semifurnished,Mid-Rise,Standard,1.55
house,sector 7,2,2,1,Moderately Old,225.0,0,0,semifurnished,Low-Rise,Standard,0.27
flat,sector 65,3,4,3,Relatively New,2803.0,1,0,semifurnished,Low-Rise,Standard,5.5
house,sector 37,5,6,3+,Moderately Old,2700.0,1,1,semifurnished,Low-Rise,Luxury,10.55
house,sector 3,1,1,0,Moderately Old,1000.0,0,0,semifurnished,Low-Rise,Standard,0.6
house,sector 7,3,3,2,Old Property,2250.0,0,0,semifurnished,Low-Rise,Standard,3.1
flat,sector 54,4,6,3,Relatively New,2826.0,1,0,furnished,Mid-Rise,Luxury,11.0
house,sector 57,3,3,3,Moderately Old,1650.0,0,1,unfurnished,Low-Rise,Premium,4.75
house,sector 38,6,6,3+,Moderately Old,1836.0,1,0,semifurnished,Low-Rise,Standard,3.9
flat,sector 81,2,2,1,Relatively New,547.0,0,0,unfurnished,Mid-Rise,Standard,0.48
flat,sector 65,3,3,3,Relatively New,1493.0,1,0,unfurnished,Low-Rise,Luxury,2.36
flat,sector 77,2,2,2,New Property,1214.0,0,0,unfurnished,High-Rise,Premium,0.86
flat,sector 92,3,3,2,Relatively New,1442.0,0,0,semifurnished,Mid-Rise,Luxury,0.68
house,sector 26,4,4,3,Old Property,1265.0,0,0,semifurnished,Low-Rise,Standard,4.45
flat,manesar,3,2,2,Moderately Old,1277.0,0,0,semifurnished,Mid-Rise,Premium,0.6
flat,sector 83,3,3,3,Relatively New,1600.0,1,0,unfurnished,Low-Rise,Luxury,1.72
flat,sector 104,4,5,3+,Relatively New,3000.0,1,1,semifurnished,Low-Rise,Luxury,1.35
flat,sohna road,2,2,2,Relatively New,913.0,0,0,semifurnished,Low-Rise,Luxury,0.52
flat,sector 37c,3,3,3+,Relatively New,1845.0,1,0,semifurnished,Low-Rise,Standard,1.43
house,sector 25,9,9,2,Relatively New,5800.0,1,1,unfurnished,Low-Rise,Luxury,7.3
flat,sector 65,3,3,3,Relatively New,1833.0,1,0,unfurnished,Low-Rise,Luxury,2.0
flat,sohna road,2,2,2,Relatively New,500.0,0,0,unfurnished,Low-Rise,Standard,0.28
flat,sector 69,4,4,1,Relatively New,1783.0,0,0,semifurnished,Mid-Rise,Premium,1.72
flat,sector 49,1,1,1,Moderately Old,720.0,0,0,semifurnished,Low-Rise,Standard,0.8
house,sector 25,5,5,3,Old Property,2700.0,1,1,semifurnished,Low-Rise,Premium,9.0
flat,sector 83,3,3,3+,Relatively New,1549.0,1,0,semifurnished,Mid-Rise,Luxury,1.75
house,sector 105,2,2,2,Moderately Old,56.0,0,0,semifurnished,Low-Rise,Standard,0.38
house,sector 3,5,3,0,Moderately Old,1755.0,0,0,semifurnished,Low-Rise,Standard,0.68
house,sector 5,5,5,3+,Old Property,3400.0,0,0,semifurnished,Low-Rise,Standard,3.75
flat,sector 104,3,4,3+,Relatively New,2000.0,1,0,semifurnished,Mid-Rise,Luxury,1.83
flat,sector 67,4,4,3+,Moderately Old,2127.0,1,0,unfurnished,Mid-Rise,Luxury,2.7
flat,sector 103,2,3,3,Relatively New,1613.0,1,0,unfurnished,Low-Rise,Premium,0.93
house,sector 89,2,2,2,New Property,1297.0,0,0,semifurnished,Mid-Rise,Standard,0.7
flat,sector 107,3,4,3+,Relatively New,2137.0,1,1,unfurnished,Mid-Rise,Luxury,1.49
flat,sector 50,3,4,3+,Moderately Old,2450.0,1,0,unfurnished,Low-Rise,Luxury,3.1
house,sector 37d,3,3,3,Under Construction,1570.0,0,0,semifurnished,Low-Rise,Premium,1.27
flat,sector 72,4,5,3+,Relatively New,2625.0,1,0,semifurnished,High-Rise,Standard,3.5
flat,sector 71,3,3,2,Moderately Old,1541.0,1,0,unfurnished,Mid-Rise,Premium,1.15
flat,sector 36,1,1,1,New Property,458.0,0,0,semifurnished,Mid-Rise,Premium,0.24
flat,sector 78,4,4,3,Relatively New,2300.0,1,0,semifurnished,Low-Rise,Premium,1.25
flat,sector 86,3,4,3+,Relatively New,1580.0,0,1,semifurnished,High-Rise,Luxury,1.56
flat,sector 61,2,2,2,Under Construction,1333.0,0,0,semifurnished,Low-Rise,Standard,1.65
flat,sector 37d,3,3,3,Relatively New,1373.0,0,0,unfurnished,Mid-Rise,Standard,1.72
house,sector 41,1,1,0,Moderately Old,1200.0,0,0,semifurnished,Low-Rise,Standard,1.65
house,sector 109,4,5,3+,Relatively New,2430.0,1,0,unfurnished,Low-Rise,Premium,6.0
flat,sector 80,1,1,1,Relatively New,761.0,0,0,semifurnished,Mid-Rise,Premium,0.85
flat,sector 91,4,3,3+,Relatively New,2107.0,1,1,semifurnished,Mid-Rise,Luxury,1.75
flat,sector 4,2,2,1,Relatively New,833.0,0,0,unfurnished,Low-Rise,Standard,0.42
flat,sector 82,3,3,3,Relatively New,1800.0,0,0,unfurnished,Low-Rise,Luxury,1.28
flat,sector 108,3,2,3+,Relatively New,1550.0,1,0,unfurnished,Mid-Rise,Luxury,1.2
flat,sohna road,2,2,2,New Property,521.0,0,0,semifurnished,Mid-Rise,Standard,0.35
flat,sector 86,3,2,3,Relatively New,1480.0,0,0,furnished,Mid-Rise,Premium,1.45
flat,sector 99,4,4,3+,New Property,3041.0,1,0,semifurnished,Low-Rise,Luxury,3.25
flat,sector 95,3,3,3+,New Property,1750.0,0,0,semifurnished,Mid-Rise,Standard,0.92
flat,sector 69,3,2,2,Moderately Old,1473.0,0,0,semifurnished,Mid-Rise,Standard,0.91
flat,sector 21,5,5,2,Old Property,2400.0,1,1,unfurnished,Low-Rise,Standard,1.3
house,sector 43,8,7,3+,Moderately Old,2850.0,1,0,unfurnished,Low-Rise,Luxury,5.5
flat,sector 72,4,4,3+,Relatively New,2509.0,1,0,semifurnished,High-Rise,Standard,3.9
house,sector 47,2,6,3+,Moderately Old,1728.0,0,0,furnished,Low-Rise,Premium,4.6
flat,sector 67a,4,4,3,New Property,1991.0,0,0,unfurnished,Low-Rise,Premium,1.9
flat,sector 61,2,2,2,Under Construction,1244.0,0,0,semifurnished,Low-Rise,Luxury,1.7
flat,sector 108,4,5,3+,Relatively New,2779.0,1,0,semifurnished,Mid-Rise,Premium,2.29
house,sector 50,5,6,3+,Moderately Old,3240.0,0,0,semifurnished,Low-Rise,Premium,12.0
flat,dwarka expressway,3,3,2,Under Construction,1267.0,0,0,semifurnished,Low-Rise,Standard,1.3
house,sector 11,3,2,1,Relatively New,128.0,0,0,semifurnished,Low-Rise,Standard,0.44
flat,sector 85,3,4,3,Relatively New,2400.0,1,0,semifurnished,Mid-Rise,Luxury,1.93
flat,sector 85,2,2,3,Relatively New,1173.0,0,0,semifurnished,Mid-Rise,Premium,1.1
flat,sector 102,4,4,3+,Relatively New,3178.0,0,0,unfurnished,Mid-Rise,Premium,3.0
house,sector 14,1,1,0,Old Property,2250.0,0,0,semifurnished,Low-Rise,Standard,4.6
flat,sector 70,3,5,3,Relatively New,1527.0,1,0,semifurnished,Mid-Rise,Standard,1.62
flat,sector 104,2,2,2,Relatively New,1403.0,0,0,semifurnished,Mid-Rise,Luxury,1.59
flat,sector 33,3,3,2,Under Construction,2093.0,0,0,semifurnished,Low-Rise,Premium,2.5
house,sector 3 phase 2,2,1,0,Relatively New,500.0,0,0,semifurnished,Low-Rise,Standard,0.4
house,sector 63a,6,6,3+,Under Construction,3132.0,0,1,semifurnished,Low-Rise,Standard,8.5
flat,sector 110,4,5,3,Relatively New,3077.0,1,0,semifurnished,Mid-Rise,Luxury,3.6
flat,sohna road,2,2,2,New Property,564.0,0,0,semifurnished,Low-Rise,Premium,0.42
flat,sector 107,2,2,1,Relatively New,496.0,0,0,semifurnished,Mid-Rise,Premium,0.37
flat,sector 50,4,3,3,Moderately Old,3982.0,1,0,semifurnished,Mid-Rise,Standard,6.0
flat,sector 85,4,5,3+,Relatively New,2545.0,0,0,unfurnished,Mid-Rise,Premium,2.1
flat,sector 61,2,2,2,Under Construction,1278.0,0,0,semifurnished,Low-Rise,Standard,1.6
flat,sector 37d,3,3,3+,Moderately Old,1602.0,0,0,semifurnished,Mid-Rise,Standard,1.0
house,sector 8,2,3,3,Moderately Old,900.0,0,0,semifurnished,Low-Rise,Standard,0.82
house,sector 43,3,3,2,Relatively New,1935.0,0,0,unfurnished,Low-Rise,Premium,2.55
flat,sector 33,2,2,0,Under Construction,85.0,0,0,semifurnished,Mid-Rise,Premium,1.2
flat,sector 83,5,7,3+,Relatively New,3200.0,1,0,unfurnished,Mid-Rise,Luxury,3.15
flat,sector 79,3,3,0,Relatively New,1815.0,0,0,semifurnished,Mid-Rise,Standard,1.65
house,sector 76,4,4,0,New Property,3111.0,0,0,semifurnished,Mid-Rise,Standard,1.75
house,sector 11,5,4,1,Moderately Old,2025.0,0,0,semifurnished,Low-Rise,Standard,4.0
house,sector 7,4,4,3,Old Property,2628.0,0,0,semifurnished,Low-Rise,Standard,3.85
house,sector 7,2,3,2,Old Property,963.0,0,0,semifurnished,Low-Rise,Standard,1.3
house,sector 14,6,4,2,Old Property,1935.0,0,0,unfurnished,Low-Rise,Standard,3.5
flat,sector 37d,4,3,3,Relatively New,2025.0,1,0,semifurnished,High-Rise,Standard,1.8
house,sector 48,3,6,2,Moderately Old,2592.0,1,0,unfurnished,Low-Rise,Luxury,5.5
flat,sector 88a,2,2,1,New Property,695.0,0,0,semifurnished,Mid-Rise,Standard,0.45
flat,sector 90,4,4,3+,Relatively New,2726.0,1,0,semifurnished,High-Rise,Luxury,1.88
flat,sector 113,3,2,2,Relatively New,1285.0,0,0,unfurnished,Mid-Rise,Luxury,1.9
flat,sector 43,4,4,3+,Moderately Old,2712.0,1,0,semifurnished,Mid-Rise,Standard,6.5
house,sector 70a,5,4,3,New Property,2700.0,0,0,semifurnished,Low-Rise,Standard,6.0
flat,sector 109,3,3,1,Moderately Old,2419.0,0,0,semifurnished,Low-Rise,Standard,1.38
house,sector 4,1,1,1,Moderately Old,70.0,0,0,semifurnished,Low-Rise,Standard,0.65
flat,sector 86,2,2,1,New Property,557.0,1,0,semifurnished,Low-Rise,Premium,0.42
flat,sector 37d,2,2,2,Relatively New,1276.0,0,0,semifurnished,Low-Rise,Luxury,1.17
flat,sector 77,3,3,3+,Relatively New,1900.0,1,0,semifurnished,Mid-Rise,Premium,1.75
flat,sector 86,2,2,1,Under Construction,637.0,0,0,semifurnished,Mid-Rise,Standard,0.45
flat,sector 67,1,1,0,Relatively New,610.0,0,0,semifurnished,Low-Rise,Standard,0.8
flat,sector 79,2,2,3,New Property,93.0,0,0,semifurnished,Mid-Rise,Premium,1.47
house,sector 52,6,5,3+,Moderately Old,3132.0,0,0,semifurnished,Low-Rise,Standard,8.0
flat,sector 92,4,4,0,Relatively New,2040.0,0,0,semifurnished,Mid-Rise,Standard,1.3
flat,sector 83,3,3,2,Relatively New,1570.0,0,0,semifurnished,Mid-Rise,Standard,1.08
flat,sector 52,3,3,3+,Relatively New,2556.0,0,0,unfurnished,Mid-Rise,Premium,1.4
flat,sector 110,3,3,3,Relatively New,1582.0,1,0,furnished,Mid-Rise,Premium,1.4
house,sector 3 phase 3 extension,2,2,0,Moderately Old,130.0,0,0,semifurnished,Low-Rise,Standard,0.75
flat,sector 102,3,4,3+,Relatively New,1757.0,1,0,semifurnished,Mid-Rise,Luxury,1.82
flat,sohna road road,3,3,0,New Property,1051.0,0,0,semifurnished,Low-Rise,Premium,1.65
house,sector 47,3,3,3,Old Property,275.0,0,0,unfurnished,Low-Rise,Standard,1.15
flat,sector 108,2,2,2,Relatively New,2060.0,0,0,semifurnished,Low-Rise,Standard,1.0
flat,sohna road,2,2,1,New Property,590.0,0,0,semifurnished,Mid-Rise,Standard,0.45
flat,sector 33,2,2,2,Under Construction,623.0,0,0,semifurnished,Low-Rise,Standard,0.4
flat,sector 65,3,3,3,Relatively New,1493.0,1,0,unfurnished,Low-Rise,Luxury,2.35
flat,sector 104,4,4,3+,Relatively New,3064.0,1,0,unfurnished,High-Rise,Luxury,2.6
flat,sector 81,2,2,1,New Property,704.0,0,0,furnished,Mid-Rise,Premium,0.5
flat,sector 81,3,3,3+,Relatively New,1617.0,1,0,furnished,High-Rise,Standard,2.3
flat,sector 78,3,3,2,Moderately Old,1900.0,1,0,semifurnished,Low-Rise,Premium,0.9
flat,sector 37c,3,3,3,Under Construction,1629.0,0,0,semifurnished,Low-Rise,Premium,1.0
flat,sector 102,3,3,3+,Relatively New,2099.0,0,1,semifurnished,Mid-Rise,Standard,1.9
flat,sector 108,2,2,1,Moderately Old,1468.0,0,0,semifurnished,Mid-Rise,Standard,0.7
house,sector 41,9,9,3+,Moderately Old,5000.0,1,1,unfurnished,Low-Rise,Premium,9.25
flat,sector 85,3,4,2,New Property,1616.0,1,0,semifurnished,Low-Rise,Standard,1.45
flat,sector 86,2,2,2,New Property,1360.0,0,0,semifurnished,Mid-Rise,Premium,0.78
flat,sohna road,2,2,2,Relatively New,556.0,0,0,semifurnished,Mid-Rise,Standard,0.35
flat,sector 70a,3,3,3+,New Property,1900.0,1,0,semifurnished,Mid-Rise,Luxury,1.66
flat,sector 10a,2,3,2,New Property,1389.0,0,0,semifurnished,Mid-Rise,Standard,0.8
house,sector 56,4,4,3+,Relatively New,1503.0,0,0,unfurnished,Low-Rise,Standard,4.0
flat,sohna road,2,2,1,New Property,1000.0,0,0,semifurnished,High-Rise,Standard,0.32
flat,sector 49,3,4,3+,Moderately Old,2252.0,1,0,unfurnished,Low-Rise,Luxury,2.64
flat,sector 92,4,4,2,New Property,1891.0,1,0,semifurnished,High-Rise,Luxury,1.08
flat,sector 95,2,2,0,New Property,637.0,0,0,semifurnished,Mid-Rise,Standard,0.35
house,sector 104,2,2,1,New Property,795.0,0,0,semifurnished,Low-Rise,Standard,0.48
flat,sector 28,2,2,2,Old Property,1120.0,0,1,semifurnished,Mid-Rise,Premium,1.35
house,sector 50,4,4,2,Old Property,3400.0,1,0,semifurnished,Low-Rise,Luxury,7.0
flat,sector 104,4,5,3+,New Property,2582.0,1,0,semifurnished,Low-Rise,Premium,1.75
flat,sector 106,2,2,3+,Relatively New,940.0,0,0,semifurnished,Low-Rise,Standard,0.95
house,sector 33,5,6,3+,Relatively New,4680.0,1,0,semifurnished,Low-Rise,Premium,11.5
flat,sector 50,3,3,3+,Moderately Old,2600.0,1,0,unfurnished,Mid-Rise,Luxury,2.97
flat,sector 109,3,3,3,Relatively New,1550.0,0,0,semifurnished,High-Rise,Luxury,1.7
flat,sector 89,3,3,2,Under Construction,1581.0,0,0,semifurnished,Low-Rise,Premium,1.14
house,sector 5,5,4,2,Old Property,2367.0,0,0,semifurnished,Low-Rise,Standard,3.5
house,sector 26,5,5,2,Moderately Old,4518.0,1,0,unfurnished,Low-Rise,Luxury,13.5
house,sector 105,3,3,1,Moderately Old,1125.0,0,0,semifurnished,Low-Rise,Standard,1.3
flat,sector 70a,3,3,3+,Relatively New,1339.0,0,0,semifurnished,Low-Rise,Luxury,0.97
flat,sector 53,4,5,3+,Relatively New,3000.0,1,0,unfurnished,Mid-Rise,Luxury,6.5
flat,sector 79,3,3,3+,Relatively New,2244.0,0,0,semifurnished,Mid-Rise,Standard,2.5
house,sector 1,6,7,0,Moderately Old,4500.0,0,0,semifurnished,Low-Rise,Standard,4.75
flat,sector 95,3,2,2,New Property,866.0,0,0,furnished,Mid-Rise,Standard,0.55
flat,dwarka expressway,3,3,3,New Property,1357.0,0,0,semifurnished,Mid-Rise,Standard,2.0
flat,sector 95,2,2,2,New Property,695.0,0,0,semifurnished,High-Rise,Standard,0.45
flat,sector 79,3,4,3+,Relatively New,1963.0,1,0,semifurnished,Mid-Rise,Luxury,2.0
flat,sector 90,4,4,3+,Relatively New,2139.0,1,0,semifurnished,Low-Rise,Premium,1.55
flat,sector 108,3,3,3+,Relatively New,1750.0,1,0,unfurnished,Mid-Rise,Luxury,1.55
flat,sector 60,2,3,2,Relatively New,1403.0,0,0,semifurnished,Low-Rise,Luxury,2.5
flat,sector 92,3,2,3,Under Construction,1091.0,0,0,semifurnished,Low-Rise,Standard,0.99
flat,sector 95,3,2,1,Relatively New,716.0,0,0,unfurnished,Low-Rise,Premium,0.38
flat,sector 1,3,3,3+,Moderately Old,1946.0,1,0,semifurnished,Mid-Rise,Standard,0.85
flat,sector 108,2,2,2,Relatively New,1505.0,0,0,semifurnished,Mid-Rise,Standard,0.7
flat,sector 78,1,2,2,Under Construction,823.0,0,0,semifurnished,High-Rise,Standard,1.2
house,sector 8,2,3,1,Relatively New,450.0,0,0,semifurnished,Low-Rise,Standard,0.32
flat,sector 86,3,3,3+,Relatively New,1780.0,0,0,semifurnished,High-Rise,Luxury,1.5
flat,sector 22,2,2,2,New Property,1285.0,0,0,semifurnished,Mid-Rise,Standard,1.99
flat,sector 81,3,4,3+,New Property,1900.0,1,0,furnished,High-Rise,Luxury,2.26
flat,sector 89,3,3,3,Under Construction,867.0,0,0,semifurnished,Low-Rise,Standard,1.32
flat,sector 62,4,4,3+,Relatively New,4200.0,1,0,unfurnished,High-Rise,Premium,7.56
flat,sector 104,3,3,3,Under Construction,1529.0,0,0,semifurnished,Low-Rise,Standard,1.75
flat,sector 104,4,5,3+,Relatively New,7222.0,0,0,semifurnished,High-Rise,Luxury,4.45
flat,sector 99a,3,5,3,Relatively New,1807.0,1,0,semifurnished,Mid-Rise,Premium,1.23
house,sector 26,3,3,3,Old Property,8829.0,0,0,semifurnished,Low-Rise,Premium,3.25
flat,sector 70a,3,3,3,Relatively New,1946.0,1,0,semifurnished,Mid-Rise,Luxury,2.4
flat,sector 65,2,2,2,Relatively New,1358.0,0,0,semifurnished,High-Rise,Standard,1.9
house,sector 23,5,5,3+,Old Property,1557.0,0,0,unfurnished,Low-Rise,Premium,2.8
flat,sector 70,2,2,2,Relatively New,1500.0,0,0,semifurnished,Mid-Rise,Premium,1.15
flat,sector 104,2,2,3+,Relatively New,1269.0,0,0,semifurnished,Mid-Rise,Premium,0.85
flat,sector 69,3,3,2,Relatively New,1428.0,0,0,unfurnished,Mid-Rise,Standard,1.28
house,sector 26,4,4,3,Old Property,1350.0,0,1,semifurnished,Low-Rise,Standard,4.0
flat,sector 36,3,2,3,New Property,1201.0,0,0,semifurnished,Low-Rise,Standard,0.82
flat,sector 103,3,3,3+,Under Construction,1741.0,0,0,semifurnished,Mid-Rise,Premium,1.5
flat,sector 49,3,4,3+,Moderately Old,2159.0,0,0,semifurnished,Mid-Rise,Standard,2.7
flat,sector 70a,3,3,3,New Property,2000.0,1,0,unfurnished,High-Rise,Luxury,2.55
flat,sector 22,3,3,3,Relatively New,1860.0,0,0,unfurnished,Mid-Rise,Luxury,2.55
flat,sohna road,2,2,1,New Property,522.0,0,0,semifurnished,Low-Rise,Standard,0.36
flat,gwal pahari,4,4,3+,New Property,4842.0,1,1,unfurnished,High-Rise,Luxury,5.9
flat,sector 54,3,3,3+,Moderately Old,1700.0,0,0,unfurnished,Low-Rise,Premium,1.5
house,sector 6,2,5,1,New Property,120.0,0,0,semifurnished,Low-Rise,Standard,1.25
house,sector 66,5,5,3+,New Property,8067.799999999999,1,1,semifurnished,Low-Rise,Luxury,15.1
flat,sector 106,3,3,3,Relatively New,1650.0,1,0,unfurnished,Mid-Rise,Luxury,1.15
flat,sector 85,3,4,3,Relatively New,1925.0,0,0,semifurnished,Mid-Rise,Standard,1.83
flat,sector 81,3,3,3+,Relatively New,1550.0,1,0,furnished,Mid-Rise,Standard,2.35
flat,sohna road,3,3,3+,Relatively New,1382.0,0,0,semifurnished,Low-Rise,Luxury,1.14
house,sector 55,2,9,3+,New Property,1125.0,0,0,unfurnished,Mid-Rise,Standard,5.0
flat,sector 33,3,3,3+,New Property,1619.0,0,0,semifurnished,Mid-Rise,Standard,2.0
flat,sector 67,3,3,3+,Relatively New,2047.0,0,1,unfurnished,Low-Rise,Luxury,3.0
flat,sohna road,2,2,2,New Property,640.0,0,0,semifurnished,Low-Rise,Standard,0.27
house,sector 57,2,8,3+,Relatively New,1458.0,0,1,unfurnished,Low-Rise,Premium,3.8
flat,sector 108,3,5,2,New Property,2343.0,1,0,semifurnished,Mid-Rise,Luxury,3.95
flat,sector 90,3,3,3+,Moderately Old,2144.0,1,0,semifurnished,Mid-Rise,Premium,1.2
flat,sector 37c,2,3,3+,Relatively New,1300.0,0,0,semifurnished,Mid-Rise,Luxury,0.87
house,sector 91,4,4,3+,Moderately Old,3400.0,1,1,unfurnished,Low-Rise,Premium,2.5
flat,sector 110,4,4,3,New Property,3350.0,0,0,semifurnished,High-Rise,Premium,4.0
house,sector 56,6,6,3+,Moderately Old,1530.0,0,0,unfurnished,Low-Rise,Standard,3.4
flat,sector 48,3,3,3+,Old Property,1895.0,0,0,unfurnished,Mid-Rise,Standard,1.6
flat,sector 70,3,3,3,Relatively New,1527.0,1,0,semifurnished,Mid-Rise,Standard,1.6
house,sector 37d,5,5,3+,Relatively New,1900.0,0,0,semifurnished,Low-Rise,Standard,2.5
flat,sector 103,4,6,3+,Relatively New,2729.0,1,0,unfurnished,Mid-Rise,Luxury,2.36
flat,sohna road,2,2,2,Relatively New,616.0,0,0,unfurnished,High-Rise,Standard,0.32
flat,sector 76,4,6,3+,New Property,2398.0,1,0,semifurnished,Mid-Rise,Premium,1.46
flat,sector 108,3,3,3+,Relatively New,1338.29,1,0,unfurnished,Low-Rise,Premium,1.68
flat,sohna road,2,2,2,Relatively New,1016.0,0,0,furnished,Mid-Rise,Luxury,0.88
flat,sector 99a,2,2,1,New Property,577.0,0,0,semifurnished,Low-Rise,Standard,0.32
flat,sector 90,2,2,3,New Property,1224.0,0,0,semifurnished,Mid-Rise,Premium,0.7
flat,sector 109,3,2,3,Relatively New,1701.0,0,0,semifurnished,Mid-Rise,Luxury,1.26
flat,sector 60,3,4,3+,Moderately Old,2037.0,1,0,unfurnished,Mid-Rise,Luxury,2.65
flat,sector 86,2,2,1,Relatively New,578.0,0,0,semifurnished,Mid-Rise,Standard,0.5
house,sector 40,9,9,3+,Relatively New,2367.0,0,0,unfurnished,Low-Rise,Premium,5.0
flat,sector 81,3,4,3+,Relatively New,2513.0,1,0,unfurnished,Mid-Rise,Luxury,2.35
flat,sector 113,3,4,3+,Relatively New,2217.0,1,0,unfurnished,Low-Rise,Standard,2.7
flat,sector 3 phase 2,2,2,1,Relatively New,600.0,0,0,semifurnished,Low-Rise,Premium,0.28
flat,sector 37c,3,4,3,Relatively New,1635.0,0,0,semifurnished,Mid-Rise,Luxury,1.2
flat,sohna road,2,2,0,Relatively New,567.0,0,0,semifurnished,Mid-Rise,Standard,0.3
house,sector 48,4,4,3+,Moderately Old,2700.0,1,0,semifurnished,Low-Rise,Premium,6.0
flat,sector 79,2,2,2,Relatively New,1300.0,0,0,semifurnished,Low-Rise,Standard,1.0
flat,sector 85,3,4,3,New Property,2179.0,0,0,semifurnished,Mid-Rise,Standard,1.65
flat,sohna road,2,2,3+,Relatively New,1131.0,0,0,semifurnished,Mid-Rise,Premium,0.87
house,sector 2,5,5,2,Old Property,4680.0,1,1,furnished,Low-Rise,Luxury,9.0
flat,sector 86,3,2,1,New Property,1529.0,0,0,semifurnished,Low-Rise,Luxury,1.25
flat,sohna road,2,2,2,Under Construction,1000.0,0,0,semifurnished,Mid-Rise,Standard,0.93
flat,sector 37c,3,3,3+,New Property,2211.0,1,0,semifurnished,Mid-Rise,Standard,1.44
flat,sector 43,3,3,3,Old Property,1320.0,0,0,unfurnished,Low-Rise,Premium,1.35
flat,sector 81,3,4,3+,Relatively New,1825.0,1,0,unfurnished,High-Rise,Luxury,2.3
flat,sector 78,2,2,2,Moderately Old,1224.0,0,0,semifurnished,Mid-Rise,Standard,0.7
flat,sector 79,3,3,3+,Relatively New,1154.0,0,0,unfurnished,High-Rise,Luxury,1.2
house,sector 49,5,5,2,Relatively New,3456.0,1,0,unfurnished,Low-Rise,Standard,6.5
